speaker_id	audio	sentence	gender	gender_domain	duration
3	221114-055325_nya_626_elicit_37	wosambira mu suti yonyowa amayala pa bolodi lake mkati mwa utsi wa m nyanja 	F	0	12.95
3	221114-055325_nya_626_elicit_38	bambo wa pabwalo la mafunde a bulauni apanga phokoso lalikulu lomwe limanyowetsa osambira ena awiri omwe adayimilira chapafupi 	F	0	18.38
3	221114-055325_nya_626_elicit_39	galu wakuda ndi wofiirira akuthamanga ndi galu woyera ndi imvi padothi 	F	0	7.94
3	221114-055325_nya_626_elicit_40	bambo wina wachikulire atavala malaya obiriwira a azitona komanso epuloni yamizere yofiyira ndi yoyera akuyika tchizi 	F	0	17.17
3	221114-055325_nya_626_elicit_41	osewera angapo a hockey ochokera m magulu osiyanasiyana komanso woyimbira mpira ali limodzi pa ayezi 	F	0	12.68
3	221114-055325_nya_626_elicit_42	mayi wina wovala siketi yaifupi wanyamula botolo lapulasitiki pamene akuyenda mumsewu womwe uli ndi magalimoto komanso oyenda pansi 	F	0	13.91
3	221114-055325_nya_626_elicit_43	nawa mayi wina atanyamula zopalasa mu shopu zachilendo ndi chilichonse 	F	0	10.32
3	221114-055325_nya_626_elicit_44	mbalame yakuda ndi yoyera yokhala ndi mlomo wachikasu ikuwuluka 	F	0	9.1
3	221114-055325_nya_626_elicit_45	mayi wina ali ndi chakumwa m manja akumwetulira ndi chinachake pamene mnzake akumuyang ana 	F	0	18.13
3	221114-055325_nya_626_elicit_48	ana awiri ovala zovala zokongola akuyenda moyandikana 	F	0	6.87
3	221114-055325_nya_626_elicit_49	galu wamng ono wakuda ndi woyera amalumpha ndi mpanda wapulasitiki wofiira kumbuyo kwake 	F	0	9.55
4	221111-214633_nya_626_elicit_1	mwamuna wovala jekete loyera akuyang ana kutali ndi zomwe wina aliyense akuyang ana 	F	0	6.99
4	221111-214633_nya_626_elicit_2	mayi wina wakummawa atavala malaya akuda ma leggings ndi nsapato wayima panja pa sitolo yogulitsa zinthu 	F	0	10.5
4	221111-214633_nya_626_elicit_3	bambo wakuda yemwe akuoneka kuti alibe pokhala ndi nsapato zosagwirizana mathalauza awiri ndi jekete lolemera amayesa kutenthetsa manja ake atakhala pakhomo 	F	0	18.65
4	221111-214633_nya_626_elicit_4	wokwera njingayo akugwira panjinga yake ali mumlengalenga ndi phiri kumbuyo kwake 	F	0	9.87
4	221111-214633_nya_626_elicit_5	pali mwamuna wina wovala zofiira ndi ana awiri akuyang ana gudumu lalikulu lozungulira komanso lamitundumitundu 	F	0	13.07
4	221111-214633_nya_626_elicit_6	galu woyera ndi wakuda watsala pang ono kugwira chinthu ataima m chipale chofewa 	F	0	8.46
4	221111-214633_nya_626_elicit_7	mtsikana wina wovala mkanjo wa pinki akutulutsa bulangete pansi pa kamnyamata komwe kanali 	F	0	11.53
4	221111-214633_nya_626_elicit_8	mtsikana wamkulu akuseka ndikumugwira mtsikanayo panja 	F	0	6.22
4	221111-214633_nya_626_elicit_9	ophunzira achichepere atatu atakhala pamatebulo m laibulale akugwira ntchito ya kunyumba 	F	0	8.33
4	221111-214633_nya_626_elicit_11	galu akupalasa chipika chomwe chagwa pafupi ndi mtsinje pamalo omwe pali udzu 	F	0	7.94
4	221111-214633_nya_626_elicit_12	amuna awiri ayimirira pafupi ndi msika wa pike place pomwe banja lakumbuyo likujambula chithunzi chaukwati 	F	0	12.23
4	221111-214633_nya_626_elicit_13	mwamuna atavala nsonga ya thanki ndi mkazi atavala pamwamba pa bikini akuvina limodzi panja ndi nyali kutsogolo kwa anthu owonerera 	F	0	12.68
4	221111-214633_nya_626_elicit_14	bambo wina wovala magalasi wakhala kuseri kwa tebulo lodzaza ndi zinthu zokumbukira zankhondo 	F	0	10.19
4	221111-214633_nya_626_elicit_15	galu akugudubuzika chagada pa udzu ndi kukamwa 	F	0	7.12
4	221111-214633_nya_626_elicit_17	galu wakuda akuthamanga kumbuyo kwa mbalame zitatu pamphepete mwa nyanja ndi mafunde kumbuyo 	F	0	9.8
4	221111-214633_nya_626_elicit_18	mwamuna wa magalasi akuda jekete lakuda ndi malaya amizere yopingasa yoyera ndi yofiira akuloza chinachake ataima m mbali mwa msewu 	F	0	15.77
4	221111-214633_nya_626_elicit_19	bambo akugwira gitala ndikugwira ntchito pa betbook ya asus pomwe bambo wina amagwiritsa ntchito apple netbook pambali pake 	F	0	14.54
4	221111-214633_nya_626_elicit_20	galu wamng ono wabulauni akudumpha m madzi 	F	0	4.31
4	221111-214633_nya_626_elicit_22	anyamata awiri ovala masuti abuluu ndi zipewa zachikasu akugwiritsa ntchito zinthu zooneka ngati masiponji okhala ndi zogwirira kufalitsa zinthu pamalo athyathyathya m nyengo yozizira 	F	0	23.25
4	221111-214633_nya_626_elicit_23	woyenda pa skateboard wovala t shirt yakuda ndi mathalauza akuda ali kutsogolo kwa nyumba ya njerwa zofiira 	F	0	9.41
4	221111-214633_nya_626_elicit_24	mayi wina atanyamula galu wakuda ndi woyera m mphepete mwa msewu kutsogolo kwa magalimoto oimika 	F	0	9.55
4	221111-214633_nya_626_elicit_25	mnyamata akupanga masewera otsetsereka pansi pa masitepe achitsulo 	F	0	7.62
4	221111-214633_nya_626_elicit_27	wosewera mpira wachimuna wamwamuna wovala yunifolomu yakuda akuyesa kuletsa wosewera mpira wachimuna atavala yunifolomu yoyera 	F	0	14.54
4	221111-214633_nya_626_elicit_28	wosewera mpira wa basketball akulendewera pamphepete pomwe mpira uli mudengu 	F	0	8.98
4	221111-214633_nya_626_elicit_31	mtsikana wovala yunifolomu yobiriwira ndi msungwana wovala yunifolomu yoyera atanyamula timitengo ta lacrosse 	F	0	13.2
4	221111-214633_nya_626_elicit_34	mnyamata wina wovala malaya achikasu wakwera bulu womangidwa pangolo atanyamula anyamata awiri achikasu mumsewu 	F	0	12.18
4	221111-214633_nya_626_elicit_35	bambo wovala malaya akuda ndi magalasi akukweza manja atakhala patebulo la poker 	F	0	8.71
4	221111-214633_nya_626_elicit_36	osewera mpira wa basketball otsutsa amadumphira pansi kuti awongolere mpirawo pomwe wosewera mpira amawomba mluzu wake 	F	0	16.9
4	221111-214633_nya_626_elicit_37	wosewera mpira wa basketball wovala yunifolomu yoyera yobiriwira ndi yachikasu wangopanga basiketi pamasewera 	F	0	15.06
4	221111-214633_nya_626_elicit_38	wosewera mpira wovala yunifolomu yobiriwira akuyesa kugwira mpira pomwe mdani wake atavala yunifomu yabuluu akuyesa kumuletsa 	F	0	15.45
4	221111-214633_nya_626_elicit_39	wosewera mpira wa jersey yobiriwira akulandira mpira pamene wosewera mpira wa jersey yoyera wagona pansi 	F	0	11.91
4	221111-214633_nya_626_elicit_42	kamnyamata kakugwedezeka m mphepete mwa mitengo ndi mtsinje 	F	0	6.49
4	221111-214633_nya_626_elicit_43	mnyamata wovala epuloni yoyera ali ndi manja m chipinda chochezeramo komanso m chipinda chamivi pomwe mnyamata wabuluu akuyang ana 	F	0	13.45
4	221111-214633_nya_626_elicit_44	ma brunettes awiri m modzi ali ndi ma tattoo kukumbatirana ndi kumwetulira pa kamera m nyumba 	F	0	9.73
4	221111-214633_nya_626_elicit_45	galu wa bulauni ndi woyera waima pa trampoline lilime lake likulendewera panja 	F	0	8.6
4	221111-214633_nya_626_elicit_46	bambo wina ataimirira yekha pansi pa mtengo pa kapinga n kupukuta m maso poganizira za chitukuko cha nyumbayo 	F	0	14.29
4	221111-214633_nya_626_elicit_47	bambo wa jekete la imvi ndi magalasi ofiira ali ndi makamera ndipo waima kutsogolo kwa galimoto 	F	0	9.16
4	221111-214633_nya_626_elicit_48	anthu atatu akuchita masewera olimbitsa thupi a ballet atavala zovala zapamwamba 	F	0	8.92
4	221111-214633_nya_626_elicit_49	azimayi atatu achikulire ali m chipinda chochezera chokongoletsedwa pa khirisimasi kope la vaio ndilofunika kwambiri 	F	0	14.34
7	221025-235408_nya_b6c_elicit_0	mwamuna akugwiritsa ntchito bulldozer kapena bobcat kukumba nthaka 	F	0	7.51
7	221025-235408_nya_b6c_elicit_1	kamtsikana kakang ono kovala bib yamizere yapinki ndi yoyera akudya oatmeal patebulo lodyera 	F	0	11.53
7	221025-235408_nya_b6c_elicit_2	mwamuna wovala chipewa chakuda chijasi chofiyira mathalauza akuda ndi nsapato za nsapato akuthamanga m mphepete mwa msewu wamadzi woundana 	F	0	14.79
7	221025-235408_nya_b6c_elicit_3	mtsikana wina atavala zovala za m nyengo yozizira akugudubuzika chipale chofewa pamalo otidwa ndi chipale chofewa 	F	0	12.21
7	221025-235408_nya_b6c_elicit_4	pali anthu angapo akuyenda kupita ku nyumba yomwe ili ndi mtengo wawukulu pafupi ndi iyo kumunda 	F	0	10.14
7	221025-235408_nya_b6c_elicit_5	mtsikana wovala malaya akuda ndi kabudula wakuda akudumphira m mwamba pamphepete mwa nyanja 	F	0	9.19
7	221025-235408_nya_b6c_elicit_6	mtsikana wovala mathalauza akuda ndi mutu walalanje akudumpha mwendo umodzi wotambasula ndi phazi loloza wina kumbuyo atavala zomwezo 	F	0	16.29
7	221025-235408_nya_b6c_elicit_7	anthu omwe ali mumsewu akuwunika zambiri zamayendedwe pomwe mtsikana wina akulankhula pa foni yake 	F	0	8.98
7	221025-235408_nya_b6c_elicit_8	pachithunzipa pali anthu angapo ndipo sungathe kuwawona nkhope zawo koma ena akugwedeza manja awo mozungulira 	F	0	10.96
7	221025-235408_nya_b6c_elicit_9	nsalu zisanu ndi zinayi zakuda ndi zofiirira zomangira zingwe zomangirira pa kapinga waudzu 	F	0	10.89
7	221025-235408_nya_b6c_elicit_10	mtsikana wovala chovala cha pinki akuwomba thovu panjira kutsogolo kwa ngalawa yakuda 	F	0	9.66
7	221025-235408_nya_b6c_elicit_11	mwamuna akuyendetsa atv mumsewu wafumbi ndi chingwe chamagetsi kumbuyo kwake 	F	0	10.75
7	221025-235408_nya_b6c_elicit_12	mtsikana ndi mwamuna atavala chipewa chachikuda akutsamira pawindo la limousine 	F	0	8.94
7	221025-235408_nya_b6c_elicit_13	anthu akukwera pa mlatho wa zingwe womwe ukuwoloka mtsinje 	F	0	6.92
7	221025-235408_nya_b6c_elicit_14	wokwera panjinga wovala jekete lachikasu la neon ndi thalauza lakuda amapondaponda mumsewu pafupi ndi msewu wokhala ndi njanji ya alonda 	F	0	15.52
7	221025-235408_nya_b6c_elicit_15	ogwira ntchito five ovala ma t shirts a buluu akugwira ntchito mwakhama pagalimoto kuti akwaniritse mwini wake wa galimotoyo 	F	0	13.29
7	221025-235408_nya_b6c_elicit_16	mwamuna wovala malaya otuwa akugwedeza mipira isanu ndi umodzi yakuda ndi yoyera 	F	0	9.53
7	221025-235408_nya_b6c_elicit_17	mayi wazaka zapakati atavala apuloni atanyamula chidebe cha ayisikilimu ndi ma cones 	F	0	16.61
7	221025-235408_nya_b6c_elicit_18	mnyamata wovala sweti yakuda akuyimba lipenga mu maikolofoni 	F	0	7.37
7	221025-235408_nya_b6c_elicit_19	galu woyera galu wabulauni ndi galu wakuda akusewera m munda waudzu 	F	0	8.64
7	221025-235408_nya_b6c_elicit_20	galu wokutidwa ndi zingwe akuyenda kuchoka pa tray yofiira atanyamula chikwama 	F	0	9.14
7	221025-235408_nya_b6c_elicit_21	ovina atatu aamuna ndi aakazi ali pabwalo pabwalo la ballet ndi ovina ena kumbuyo 	F	0	11.53
7	221025-235408_nya_b6c_elicit_22	mwamuna wavala chovala chafumbi wagona pansi mumsewu wafumbi 	F	0	7.03
7	221025-235408_nya_b6c_elicit_23	mnyamata akuyang ana pansi pa skateboard yake pamene chipale chofewa chikukuta pansi ndi magalimoto mumsewu 	F	0	11.39
7	221025-235408_nya_b6c_elicit_24	wosambira akugwera nkhope yake pachipale chofewa 	F	0	5.42
7	221025-235408_nya_b6c_elicit_25	wokwera m chipale chofewa wokhala ndi bolodi wapinki akudumpha pansi pa phiri lomwe lakutidwa ndi chipale chofewa pafupi ndi mitengo 	F	0	13.5
7	221025-235408_nya_b6c_elicit_26	galu wabulauni ndi woyera ataima pafupi ndi galu wamng ono wabulauni ndi woyera kutsogolo kwa mpanda 	F	0	9.64
7	221025-235408_nya_b6c_elicit_27	gulu la zisudzo ndi zisudzo zikuchita sewero 	F	0	7.37
7	221025-235408_nya_b6c_elicit_28	galu wakuda wovala zingwe zomangirira pa sieloi yofiira 	F	0	7.46
7	221025-235408_nya_b6c_elicit_29	khamu la anthu likuwona anthu awiri ovala zoyera akugawana kamphindi mokondwera ndi madengu a mavwende maluwa oyera mabotolo a champagne ndi zokongoletsera kutsogolo 	F	0	20.1
7	221025-235408_nya_b6c_elicit_30	bambo wina ali ndi tcheni chachitsulo ndipo akusema chipilala cha madzi oundana 	F	0	11.77
7	221025-235408_nya_b6c_elicit_31	amayi atatu aku asia m modzi wachikulire m modzi mwana ndi wina wamkulu akuwoloka msewu 	F	0	9.53
7	221025-235408_nya_b6c_elicit_32	wosewera wa accordion wokhala ndi malaya amitundu yowala atakhala panja pampando ndi mnyamata wovala t shirt yabuluu akudutsa 	F	0	13.25
7	221025-235408_nya_b6c_elicit_33	okwera njinga awiri amatsogolera paketiyo pa mpikisano atavala mathalauza atalitalitali 	F	0	11.07
7	221025-235408_nya_b6c_elicit_34	gulu la agalu amakoka chotengera atanyamula anthu awiri pa chipale chofewa 	F	0	8.71
7	221025-235408_nya_b6c_elicit_35	gologolo wabulauni akudumpha m mwamba pamalo a chipale chofewa 	F	0	6.94
7	221025-235408_nya_b6c_elicit_36	antchito awiri akupenta kumaso kwa nyumba 	F	0	6.76
7	221025-235408_nya_b6c_elicit_37	ana awiri inu amene mukuwoneka kuti ndinu ochokera ku india mumajambula chithunzi ndipo mukuwoneka osangalala potero 	F	0	12.02
7	221025-235408_nya_b6c_elicit_38	mwamuna wovala vest wobiriwira akuwongolera magalimoto m malo achisanu oyenda pansi atayima m mbali 	F	0	12.91
7	221025-235408_nya_b6c_elicit_39	wochita nawo mpikisano wothamangitsa agalu akudutsa oonerera 	F	0	7.3
7	221025-235408_nya_b6c_elicit_40	kamwana kakang ono kayimirira pafupi ndi galimoto yobiriwira yobiriwira yoyimitsidwa pamalo owonetsera 	F	0	9.55
7	221025-235408_nya_b6c_elicit_41	atsikana atatu ndi mnyamata amadikirira sitima yapamtunda 	F	0	6.74
7	221025-235408_nya_b6c_elicit_42	gulu la atsikana atsitsi lakuda lovala zazifupi likudutsa mabanki a maloko 	F	0	9.26
7	221025-235408_nya_b6c_elicit_43	pali atsikana anayi omwe ali ndi akabudula akuyenda limodzi 	F	0	6.35
7	221025-235408_nya_b6c_elicit_44	khamu la anthu likukhala m mabala a bleachers ndipo ena anyamula mbendera za ku america 	F	0	10.87
7	221025-235408_nya_b6c_elicit_45	mwamuna akukonzekera kugudubuza mpira pakati pa miyendo yake pamene mwamuna wina akuyang ana kuchokera kunjira ina 	F	0	11.3
7	221025-235408_nya_b6c_elicit_46	mwamuna akukonzekera kugudubuza mpira pakati pa miyendo yake pamene mwamuna wina akuyang ana kuchokera kunjira ina 	F	0	10.28
7	221025-235408_nya_b6c_elicit_47	gulu la anyamata akusewera mpira wa basketball ndipo mnyamata wovala malaya abulauni akuponya mpira mudengu 	F	0	10.66
7	221025-235408_nya_b6c_elicit_48	mayiyo wanyamula mwana wamkazi atavala diresi yamizeremizere 	F	0	10.57
7	221025-235408_nya_b6c_elicit_49	bambo wina akukwera thireyi yofiyira kuti atsetsereke pa chipale chofewa pa tsiku la chipale chofewa 	F	0	12.91
4	221111-213342_nya_626_elicit_0	bambo yemwe wavala juzi jinzi ndi bereti yobiriwira amagonera pogwiritsira ntchito makina opangira makina 	F	0	13.66
4	221111-213342_nya_626_elicit_1	galu wotuwa komanso woyera akuwoneka wamantha pamene akukwaza m madzi 	F	0	8.71
4	221111-213342_nya_626_elicit_3	galu wabulauni wokhala ndi kolala wakuda anyambita pakamwa pake 	F	0	7.94
4	221111-213342_nya_626_elicit_4	galu wakuda ndi wabulauni amasewera ndi ndodo yayitali 	F	0	6.03
4	221111-213342_nya_626_elicit_5	amuna awiri ogwira ntchito akuima pamalo okonzera njinga yemwe ali kutsogolo ali ndi chida m manja mwake 	F	0	11.21
4	221111-213342_nya_626_elicit_6	munthu amene wavala juzi wanyamula nsana n kuyenda pafupi ndi kamtsikana kovala chikwama akukankha ngolo 	F	0	12.43
4	221111-213342_nya_626_elicit_7	galu wonyezimira woyera ndi wabulauni akudumpha pa chinthu china n kunyamula mpira m kamwa mwake 	F	0	11.16
4	221111-213342_nya_626_elicit_8	mbalame yaikulu yotuwa ndi yoyera imayamba kuuluka 	F	0	6.28
4	221111-213342_nya_626_elicit_10	galu wakuda ndi wakhungu akusewera ndi chidole ndikugudubuzika paudzu 	F	0	8.85
4	221111-213342_nya_626_elicit_11	kamtsikana kakang ono m bafa ndikumwetulira kwakukulu ndipo tsitsi lake lonyowa likulunjika ngati tsitsi la alfalfa mu pulogalamu yakale yapa tv the little rascals 	F	0	18.69
4	221111-213342_nya_626_elicit_12	wothamanga akudumpha mumlengalenga pafupi ndi mtengo wautali pamene mwamuna akumujambula pavidiyo 	F	0	9.66
4	221111-213342_nya_626_elicit_13	mayi wina wovala thalauza lofiira komanso malaya abuluu wotuwa akukwera panjinga yake kudutsa mlatho 	F	0	9.69
4	221111-213342_nya_626_elicit_16	mnyamata akanyamula ndi kunyamula mfuti ya makina mnyamata wamkulu pang ono kuposa iye akuveka chipewa pamutu pake 	F	0	11.82
4	221111-213342_nya_626_elicit_17	munthu wovala malaya ofiira ndi ofiira akuyenda pa chipale chofewa pamwamba pa chipale chofewa 	F	0	8.39
4	221111-213342_nya_626_elicit_18	munthu wovala jekete lakuda akudumpha mumlengalenga panjinga 	F	0	5.72
4	221111-213342_nya_626_elicit_19	woyenda panjinga atavala chisoti chakuda ndi jekete yabuluu amalumphira pa mulu wa m munda 	F	0	8.96
4	221111-213342_nya_626_elicit_20	mnyamata wina wakhala pamsika akuyang ana kutsogolo mosayang ana pakati pa nsalu zokongola komanso zosindikizidwa kumbuyo kwake ndipo patsogolo pake pali mulu wa tirigu 	F	0	16.74
4	221111-213342_nya_626_elicit_22	mayi wina wachikulire wovala magalasi apinki wanyamula magazini awiri mumsewu wodutsa anthu ambiri 	F	0	11.28
4	221111-213342_nya_626_elicit_23	munthu woyenda pa snowboard atavala zofiira akutsika phiri lokutidwa ndi chipale chofewa 	F	0	9.55
4	221111-213342_nya_626_elicit_24	mtsikana wina watsitsi lakuda nambala five twenty eight wovala zofiira ndi zoyera akukonzekera kuponya mfuti 	F	0	12.5
4	221111-213342_nya_626_elicit_25	mwana wovala malaya a baseball amakwawa ndi chubu 	F	0	5.72
4	221111-213342_nya_626_elicit_26	galu wabulauni akuyang ana hatchi yakuda yomwe ikulowetsa mutu wake kumpanda 	F	0	8.78
4	221111-213342_nya_626_elicit_27	achinyamata atatu amawoloka msewu pa nyali yofiyira m modzi wavala kapu ya baseball yoyera ndi ya bulauni m modzi wavala kapu yakuda ya baseball ndipo wina wapakati wavala kapu ya sitoko 	F	0	18.26
4	221111-213342_nya_626_elicit_29	wotsukira zenera akugwira kapu yoyamwa kuti azithandizira kukwapula pawindo lagalasi 	F	0	10.5
4	221111-213342_nya_626_elicit_30	mwamuna wamfupi wotuwa wokhala ndi mikwingwirima yakuda pafupi ndi pamwamba pa lamba akunyamula zolemera 	F	0	14.79
4	221111-213342_nya_626_elicit_31	atsikana awiri aang ono amavina pansi pamatabwa olimba m nyumba 	F	0	6.6
4	221111-213342_nya_626_elicit_32	amuna amene ali m ngalawa akukonza zitsulo ndipo akuyang ana m mwamba 	F	0	8.28
4	221111-213342_nya_626_elicit_33	woimba wina wamkazi atavala diresi lakuda akukokera maikolofoni pamene oimba atatu akuimba zoimbira za zingwe 	F	0	13.52
4	221111-213342_nya_626_elicit_35	mayi wamng ono wa brunette wakhala pansi atanyamula mwana yemwe akutafuna mphete yamitundu yosiyanasiyana 	F	0	11.91
4	221111-213342_nya_626_elicit_36	mayi wovala mpango wa silika wofiira ndi wachikasu akusewera cello 	F	0	9.55
4	221111-213342_nya_626_elicit_37	wosewera mpira wachikazi ali pamzere kuti atenge swing ndi racquet yake 	F	0	8.08
4	221111-213342_nya_626_elicit_39	amuna ndi akazi amasonkhana kuti apeze chakudya pamalo otsika 	F	0	6.15
4	221111-213342_nya_626_elicit_40	azimayi awiri mmodzi atakhala pampando wina ataima akuwoneka kuti avulala 	F	0	8.39
4	221111-213342_nya_626_elicit_41	galu wonyezimira ali ndi lilime likulendewera kukamwa uku akuthamanga pa udzu 	F	0	11.66
4	221111-213342_nya_626_elicit_42	ophunzira ochuluka omwe amawoneka ngati aku asia asonkhana mozungulira matebulo osiyanasiyana ndi tebulo lomwe linali ndi chikwangwani cholembedwa kuti new york city pakati pake 	F	0	21.08
4	221111-213342_nya_626_elicit_43	mwamuna wovala magalasi ndi malaya oyera olembedwa dzina lakuti jim akumwetulira 	F	0	11.16
4	221111-213342_nya_626_elicit_44	amuna awiri akupereka nsapato panja 	F	0	4.49
4	221111-213342_nya_626_elicit_45	osewera mpira akusewera masewero ausiku ndipo mpira uli mmwamba pomwe matimu awiriwa akumenyera nkhondo 	F	0	13.66
4	221111-213342_nya_626_elicit_46	bambo wina wachikulire yemwe anavala malaya abuluu komanso mathalauza obiriwira atakhala patebulo ndi makina ojambulira kumbuyo kwake 	F	0	13.27
4	221111-213342_nya_626_elicit_48	osewera mpira achikazi anayi akuyesera kumenya mpira pogwiritsa ntchito mitu yawo nthawi imodzi pamasewera ovuta 	F	0	14.47
3	221114-084253_nya_626_elicit_0	munthu wovala zida zosambira nsapato zakuda za m chiuno zofiira ndi zachikasu ndi chisoti choyera ali pafupi ndi mpanda wachitsulo ndi madzi kumbuyo kwake 	F	0	17.74
3	221114-084253_nya_626_elicit_2	mwamuna wovala jeans ndi jekete yakuda akuyenda mumsewu m nyengo yozizira 	F	0	6.6
3	221114-084253_nya_626_elicit_3	wachinyamata wakwera njinga yamoto m mphepete mwa msewu pafupi ndi nyumba 	F	0	7.44
3	221114-084253_nya_626_elicit_5	mwamuna wovala mphete ya ng ombe akumuthamangitsa 	F	0	5.01
3	221114-084253_nya_626_elicit_6	amuna awiri onse ovala ma jeans akudumpha m mwamba kutsogolo kwa tebulo la pikiniki atakhala kutsogolo kwa khoma lamwala lomwe lili ndi mpanda wawaya ndi mitengo kumbuyo kwake 	F	0	18.65
3	221114-084253_nya_626_elicit_8	mtsikana wamng ono wovala malaya abuluu akuyenda yekha pamalo oimika magalimoto achikasu 	F	0	8.53
3	221114-084253_nya_626_elicit_10	gulu la atsikana omwe amavala zovala zofananira akuvina 	F	0	7.19
3	221114-084253_nya_626_elicit_12	gulu la ana likuyang ana mwamuna yemwe wakwera njinga yake pa mawaya amene anaimitsidwa 	F	0	14.16
3	221114-084253_nya_626_elicit_13	galu wakuda ndi lilime lake lapinki akutuluka akuthamanga pamphepete mwa nyanja ndi galu woyera atavala kolala yofiira 	F	0	13.97
3	221114-084253_nya_626_elicit_14	gulu la ana ali ndi munthu wamkulu kumbuyo akuwaphunzitsa pamene akukoka chingwe chobiriwira 	F	0	11.28
3	221114-084253_nya_626_elicit_16	amuna ovala zakuda ndi akazi ovala masiketi akuda okongoletsa akuyang ana mabuku pomwe mwamuna wina wayimirira kutsogolo kwawo atanyamula chinthu chozungulira 	F	0	14.61
3	221114-084253_nya_626_elicit_17	mwamuna wovala chipewa chakuda ndi malaya abuluu atanyamula mtsikana atavala juzi loyera 	F	0	8.67
